請問您的性別是?,請問您最主要使用的手機品牌為何?(單選),當提到“音樂串流App”，請問您聯想到的品牌有哪些?第一個聯想到的品牌,第二個聯想到的品牌,第三個聯想到的品牌,"請問以下哪些音樂串流App是您知道或聽過的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都沒聽過","請問您認為哪個App的logo設計有記憶點? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App的廣告吸引人? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是親友會推薦的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App的網路口碑好? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App的曲庫多/經常推出新歌曲? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App的會員制度好? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App的使用者介面親切易懂? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App的歌曲風格/類別多? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App容易在社群網站上做分享? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App包含多國語言歌曲? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App歌曲風格/類別多? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App的風格是獨特的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是潮流的/流行的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是創新的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是貼心的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是貼近生活的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是有質感的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是國際的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是專業的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合",不論您是否曾聽過/使用過以下的品牌，請依您對這些品牌的整體喜好程度做一個排名，請將所有品牌排名排完。 - 總排序,"請問您在選擇要使用哪個“音樂串流App”時，考量的因素包含哪些? - 歌曲數目多, 介面使用方便, 具定時停止播放功能, 有自己關注的歌手、DJ, 推薦歌單符合需求, 可以更換介面主題, 價格合理, 經常有特價/促銷活動, 親朋好友推薦, 網路口碑好, 有音樂人、專家使用, 是我熟悉、習慣使用的品牌","包括目前有使用的音樂串流App，請問您曾經使用過哪些品牌的音樂串流App? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不曾使用過","請問您最近一年使用過的哪些品牌的音樂串流App? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不曾使用過","請問您為什麼會最常使用這個品牌的音樂串流App? - 歌曲數目多, 介面使用方便, 具定時停止播放功能, 有自己關注的歌手、DJ, 推薦歌單符合需求, 可以更換介面主題, 價格合理, 經常有特價/促銷活動, 親朋好友推薦, 網路口碑好, 有音樂人，專家使用, 是我熟悉、習慣使用的品牌","請問您平時從哪裡得知音樂串流App的相關資訊? - 電視廣告/節目介紹, 雜誌廣告/報導介紹, 戶外廣告(街頭電視牆/大型看板/掛旗等), 電子郵件/手機簡訊等廣告, 網路廣告, 音樂網站, 音樂串流App Facebook粉絲團, 音樂串流App Instagram官方帳號, 網路口碑推薦(網路報導/部落格/PTT等), 音樂串流App的官方網站, 手機App廣告, 親朋好友推薦, 名人/明星和歌手/網路名人/Youtuber推薦","請問在您挑選與決定使用音樂串流App時，您最重視的訊息來源管道是? - 電視廣告/節目介紹, 雜誌廣告/報導介紹, 戶外廣告(街頭電視牆/大型看板/掛旗等), 電子郵件/手機簡訊等廣告, 網路廣告, 音樂網站, 音樂串流App Facebook粉絲團, 音樂串流App Instagram官方帳號, 網路口碑推薦(網路報導/部落格/PTT等), 音樂串流App的官方網站, 手機App廣告, 親朋好友推薦, 名人/明星和歌手/網路名人/Youtuber推薦",請問您目前的工作狀況是? ,請問您的個人月收入? (包含薪水、房租、退休金、投資收入、利息),請問您是使用這個品牌的哪個付費方案?,請問哪一個音樂串流App是您最常使用的？ (請勾選題目中有顯示的品牌。如果您最近一年只使用一個品牌，請勾選該品牌)
男,iPhone,Apple Music ,Spotify,Tidal,1111011,11100000,100000,11000100,1100000,1100000,100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,100000,1100000,1100000,1100000,1100000,1000000,Apple Music		Spotify		KKBOX		Mixer Box		My Music		QQ音樂Street Voice 街聲		,110100110101,1110010,10000,110000100001,1100000001,1,學生 - 兼職打工/實習,"$5,000以下",學生方案,Apple Music
女,HTC,Mixer Box,無,無,1000010,10000000,10000000,100,100,10000100,10000000,100,100,10000000,11010100,1000,10010000,100000,1000010,100,100,10000000,11000000,10000100,Apple Music		KKBOX		Mixer Box		My Music		Spotify		Street Voice 街聲		QQ音樂,110110001100,1000010,10,110010101000,100000000010,10,全職員工 (每週工作時數為30小時或以上),"$40,001-$50,000",無付費,Mixer Box
女,iPhone,KKBOX ,Apple Music ,Spotify ,1110100,10001000,11001000,10000000,10000000,10000000,10000000,10000000,11000000,10000000,10000000,1000,10000000,1000,1000,10000000,10000000,10001000,11001000,11001000,KKBOX		Street Voice 街聲		Spotify		Apple Music		Mixer Box		My Music		QQ音樂,100110111101,1000100,1000100,111001,11100110,10000000,學生 - 兼職打工/實習,"$5,001-$10,000",單筆繳費(一年),KKBOX
女,iPhone,Spotify,KKBOX,無,1110010,11000000,1,1000000,1000000,1000000,1000000,1000000,1,1,1,1,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,Spotify		KKBOX		Mixer Box		Apple Music		My Music		Street Voice 街聲		QQ音樂,1,100010,100000,10100000,10000000000,10000000000,學生 - 兼職打工/實習,"$20,001-$30,000",家庭方案,Spotify
男,iPhone,KKBOX,Spotify,無,1110000,10000000,1,11000000,11000000,11000000,1,10000000,10000000,11000000,10000000,1,11000000,1,1,1,1,11000000,11000000,1,KKBOX		Spotify		Apple Music		Street Voice 街聲		Mixer Box		QQ音樂My Music		,110110101100,1000000,1000000,110110101000,10010,10,學生 - 未兼職,"$5,000以下",學生方案,KKBOX
女,iPhone,Mixer Box ,Spotify,無,1110010,1000000,10000000,11000100,1000000,1000000,1000000,100,1000000,10000000,1000000,1000000,1000000,1000000,1000000,1,100,1100000,1100000,1000000,Spotify		Mixer Box		Apple Music		KKBOX		QQ音樂My Music		Street Voice 街聲		,101110101100,1110010,110010,100000,1000011,10,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",無付費,Mixer Box
男,Asus,Spotify,Apple Music,無,1110100,11000000,11000000,11000000,1001000,11001000,1001000,1000000,10000000,1000000,1100000,1000,11100000,1000,1001000,1100000,11000000,1101000,1100000,1100000,Spotify		Street Voice 街聲		KKBOX		Mixer Box		Apple Music		My Music		QQ音樂,100110110110,100100,100000,110110111111,10101010110,10,學生 - 兼職打工/實習,"$5,001-$10,000",家庭方案,Spotify
男,iPhone,KKBOX,Spotify,無,1110110,11000000,1,11000000,11000000,11000100,11000000,11000000,11000000,11000000,11100100,1000000,1000000,1000000,1001000,11000000,10000000,11000000,1000000,11100000,KKBOX		Spotify		Apple Music		Mixer Box		Street Voice 街聲		My Music		QQ音樂,110110101101,1110110,1110110,100010101101,1010110010010,10,學生 - 兼職打工/實習,"$20,001-$30,000",學生方案,KKBOX
男,Nokia,Sotify,Apple Music,KKBOX,1110000,1,1,1,1,1001000,1,1,1000000,1,1000000,1000,1001000,1001000,1001000,1,1000000,1,1000000,1001000,Spotify		Street Voice 街聲		KKBOX		Apple Music		Mixer Box		My Music		QQ音樂,100100100001,1100110,100100,100110100000,100000000,100000000,學生 - 兼職打工/實習,"$5,001-$10,000",家庭方案,Spotify
男,iPhone,KKBOX ,Spotify ,Apple Music ,1110010,1000000,100000,10000000,1100000,11100000,11100000,11000000,11100000,11100000,1100000,1100000,11100000,1100000,11100000,1000000,100000,1100000,1100000,1100000,Spotify		KKBOX		Apple Music		Mixer Box		Street Voice 街聲		QQ音樂My Music		,110010111101,1110000,1110000,100000110100,100011000,10000,學生 - 未兼職,"$5,000以下",無付費,Apple Music
女,iPhone,KKBOX,Spotify ,Melon ,1111100,10101000,10100000,11000000,11101000,11100000,11101000,10000000,11100000,11101000,11100000,1000,11100000,1000,1,10000000,11101000,11100000,1100000,11100000,KKBOX		Apple Music		Street Voice 街聲		Spotify		My Music		Mixer Box		QQ音樂,110110100000,1010000,1010000,110110100101,101000000,100000000,學生 - 兼職打工/實習,"$5,001-$10,000",個人方案,KKBOX
男,Asus,KKBOX,My Music,無,1111010,11000100,10000000,1,10000000,10000000,1,1,1,1,10000000,1000000,1000000,1000000,1000000,100,1000000,1000000,1000000,1000000,Spotify		KKBOX		My Music		Mixer Box		Apple Music		Street Voice 街聲		QQ音樂,110000100100,1001010,10,10000000000,11001,10000,學生 - 未兼職,"$5,000以下",無付費,Mixer Box
女,iPhone,Spotify,Apple Music,KKBOX,1110000,1000000,1,11000000,11100000,10000000,11100000,11000000,1000000,1,1100000,1100000,1000000,1000000,1000000,1100000,10100000,1100000,1100000,1000000,Spotify		Apple Music		KKBOX		My Music		Street Voice 街聲		Mixer Box		QQ音樂,110010101010,1110000,110000,100001,100000011,10,全職員工 (每週工作時數為30小時或以上),"$60,001-$70,000",家庭方案,Apple Music
女,OPPO,Spotify,KKBOX,無,1110011,1100000,1000000,1000000,1100000,1000000,1000000,1000000,1000000,1000000,11100000,1100000,1000000,1100000,1100000,1000000,11000000,1100000,1100000,1100000,Spotify		Apple Music		KKBOX		Mixer Box		My Music		QQ音樂Street Voice 街聲		,100000110000,100000,100000,10010110000,10000,10000,學生 - 兼職打工/實習,"$20,001-$30,000",家庭方案,Spotify
男,HTC,KKBOX,QQ音樂,無,1000001,10000010,10100000,10000000,10000000,10000000,10100000,10000000,10000000,10000000,10000000,10000000,10000000,100000,10000000,10000000,10000000,10000000,100000,10000000,KKBOX		Apple Music		QQ音樂Mixer Box		My Music		Street Voice 街聲		Spotify		,10100100101,1000001,1000000,101010100100,1000010010101,1,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",個人方案,KKBOX
女,iPhone,Soundcloud,Street Voice,無,1110100,11000000,10100000,1001000,1101000,1000000,100000,11101000,11100000,11000000,1100000,1000,11000000,101000,1000,1100000,10000000,1100000,1100000,10000000,Street Voice 街聲		KKBOX		Apple Music		Spotify		My Music		Mixer Box		QQ音樂,111110101101,1110100,100100,100001010,100010010,10,學生 - 兼職打工/實習,"$5,000以下",無付費,Street Voice 街聲
男,iPhone,Spotify,KKBOX,無,1110010,11000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,11000000,10000000,10000000,11000000,11000000,11000000,10000000,11000000,10000000,10000000,KKBOX		Spotify		Apple Music		My Music		Street Voice 街聲		Mixer Box		QQ音樂,110000101000,1011000,1000000,101010100100,1000100100010,100000000,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",單筆繳費(一年),KKBOX
女,OPPO,Youtube ,無,無,1000000,10000000,10000000,10000000,10000000,10000000,10000000,1,10000000,10000,10000000,10000000,10000000,10000000,1,1,10000000,10000000,10000000,10000000,KKBOX		Spotify		My Music		Apple Music		Street Voice 街聲		Mixer Box		QQ音樂,110000101100,1000000,1000000,1000,110,10,學生 - 兼職打工/實習,"$5,000以下",學生方案,KKBOX
男,iPhone,Apple Music,KKBOX,Spotify,1110000,11100000,11100000,11100000,1100000,11000000,10100000,10100000,10000000,10000000,11100000,10100000,10100000,1100000,10100000,10100000,11000000,1100000,1100000,11100000,Street Voice 街聲		QQ音樂Mixer Box		My Music		Apple Music		Spotify		KKBOX		,110010100001,1110000,1010000,100010100110,1111001000000,1000000000,全職員工 (每週工作時數為30小時或以上),"$20,001-$30,000",個人方案,Apple Music
男,HTC,Spotify,KKBOX,無,1110000,11100000,11100000,1000000,1000000,1000000,1000000,11000000,11000000,11000000,1000000,1000000,1100000,1000000,1000000,11000000,11000000,11000000,11100000,11100000,Spotify		KKBOX		Apple Music		QQ音樂My Music		Street Voice 街聲		Mixer Box		,100000110000,1100000,1100000,100000100000,10000,10000,全職員工 (每週工作時數為30小時或以上),"$60,001-$70,000",家庭方案,Spotify
男,iPhone,KKBOX,Spotify,無,1110000,10000000,1,10000000,10000000,1,10000000,10000000,1,10000000,1000000,1,10000000,1,1,1,1,1,100000,10000000,KKBOX		Spotify		Apple Music		Mixer Box		My Music		Street Voice 街聲		QQ音樂,101001,1100000,1100000,1,10010,10,學生 - 兼職打工/實習,"$10,001-$20,000",單筆繳費(一年),KKBOX
女,iPhone,KKBOX,Spotify,Apple Music,1110010,11100000,11000000,11100000,11100000,10000000,11000000,11000000,10000000,10000000,10000000,1000,1100000,1000000,1100000,10000000,10000010,1100000,100000,11100000,Spotify		KKBOX		Apple Music		Mixer Box		My Music		Street Voice 街聲		QQ音樂,100110100100,1100000,100000,10001100,100010010,10000,全職員工 (每週工作時數為30小時或以上),"$20,001-$30,000",家庭方案,Spotify
男,HTC,Spotify,KKBOX,無,1100010,11000000,10000000,10000000,1000000,1000000,1000000,10000000,1000000,10000000,10000000,10000000,1000000,1000000,10000000,10000000,11000000,10000000,1000000,11000000,KKBOX		Spotify		Apple Music		My Music		Street Voice 街聲		Mixer Box		QQ音樂,1001110100,1000000,1000000,11001001,1011101,1,全職員工 (每週工作時數為30小時或以上),"$20,001-$30,000",個人方案,KKBOX
男,iPhone,Spotify,Apple Music,KKBOX,1110000,1000000,10100000,100000,1100000,100000,1000000,1000000,1000000,1000000,1100000,1000000,10000000,1000000,1,1000000,1000000,1100000,1100000,11100000,Spotify		Apple Music		KKBOX		My Music		Mixer Box		Street Voice 街聲		QQ音樂,110110100001,110000,100000,100110100001,100010001,1,兼職員工 (每週工作時數介於15- 30小時),"$20,001-$30,000",家庭方案,Spotify
男,iPhone,KKBOX,Spotify,Apple Music,1110011,1000000,11000000,1,11100000,11100000,11000000,10000000,1100000,1,1100000,1000000,1000000,1000000,11000000,10000000,10000000,1000000,1100000,11100000,KKBOX		Spotify		Apple Music		Mixer Box		My Music		Street Voice 街聲		QQ音樂,100110000,1100010,1100010,100010000,1000000,1000000,學生 - 兼職打工/實習,"$20,001-$30,000",學生方案,KKBOX
女,HTC,KKBOX,無,無,1111001,10000000,1,1,1000000,10000000,11000000,1,10000000,10000000,11100000,1,11100000,1,1000000,10000000,11000000,11000000,1100000,11000000,KKBOX		Spotify		Apple Music		My Music		Mixer Box		Street Voice 街聲		QQ音樂,110100110011,1000000,1000000,100110011,100000001,1,學生 - 未兼職,"$5,000以下",學生方案,KKBOX
女,iPhone,KKBOX,Spotify,Apple Music,1111111,11100000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1100000,1100000,1101100,1101100,1100000,1100100,1000000,1101100,1100000,1100000,Apple Music		Spotify		KKBOX		Street Voice 街聲		Mixer Box		My Music		QQ音樂,10000010001,100000,100000,111110111111,10,10,學生 - 未兼職,"$5,000以下",家庭方案,Spotify
女,iPhone,Spotify,KKBOX,無,1110110,11101100,11000000,1000100,1001100,10001000,1001000,11000000,11111100,11001000,11000100,11000000,11001000,1000,1000000,11000100,11000100,1000000,11111100,11111000,Spotify		KKBOX		Mixer Box		Street Voice 街聲		Apple Music		My Music		QQ音樂,110011111000,1100110,100010,110000000001,10010010,10,學生 - 兼職打工/實習,"$5,001-$10,000",無付費,Mixer Box
男,iPhone,Spotify,Apple Music,KKBOX,1110111,1000000,1,1100000,1101000,1100000,1100000,11101000,101000,11101000,1100100,1000,1100000,1000,1,1,1,1101000,1100000,1,Apple Music		Spotify		Street Voice 街聲		QQ音樂KKBOX		Mixer Box		My Music		,110100001001,1110110,110000,110000000001,10010010,10000,待業中,"$5,000以下",個人方案,Apple Music
男,Asus,KKBOX,無,無,1110011,10100000,10000000,11000000,10000000,11000000,10000000,10000000,10000000,10000000,11000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10100000,10000000,KKBOX		Apple Music		Spotify		Mixer Box		My Music		Street Voice 街聲		QQ音樂,111111110111,1000000,1000000,110011000111,1010000000101,10000000000,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",個人方案,KKBOX
女,Asus,Spotify,KKBOX,無,1110001,11100000,10000000,1000000,1000000,11000000,1000000,1000000,1,11000000,1000000,11000000,11000000,1000000,11000000,1000000,11000000,1000000,1000000,1000000,Spotify		KKBOX		My Music		Apple Music		Street Voice 街聲		QQ音樂Mixer Box		,110101110100,1100000,1100000,110110010010,11110000,10000,全職員工 (每週工作時數為30小時或以上),"$40,001-$50,000",家庭方案,Spotify
男,iPhone,Spotify,Apple Music,KKBOX ,1110111,1000000,1000000,11100000,11000000,11100000,1100000,11100000,11100000,11100000,1100000,1000000,11100000,1100000,1100000,11000000,11101100,1000000,1100000,1000000,Apple Music		KKBOX		Spotify		Street Voice 街聲		Mixer Box		My Music		QQ音樂,110100100101,1110100,1110100,110000001001,100000010,10,學生 - 兼職打工/實習,"$5,001-$10,000",個人方案,Apple Music
男,Samsung,Spotify,KKBOX,My Music,1111010,1110000,11000000,100,1000000,1100000,1000000,11000000,1000000,10000000,1000000,1,11100000,1100000,1,1000000,1000000,1000000,1000000,1000000,Spotify		KKBOX		Mixer Box		Apple Music		My Music		QQ音樂Street Voice 街聲		,110010100100,1100010,1100010,110010100101,100000110,10,學生 - 兼職打工/實習,"$5,000以下",家庭方案,Spotify
男,OPPO,Spotify,KKBOX,Mixer Box,1110111,11000000,1000000,11000100,11000000,1000000,11000000,11000100,1000000,11000000,1000000,1,1000000,1000000,11000000,11000000,10000000,1000000,1000000,11000000,Spotify		KKBOX		Mixer Box		Apple Music		Street Voice 街聲		QQ音樂My Music		,110110001101,1100010,1100010,110110000101,11101100101,100,學生 - 兼職打工/實習,"$10,001-$20,000",家庭方案,Spotify
男,iPhone,KKBOX,Apple Music,Mixer Box,1010010,10100100,100000,10100100,100100,10100000,100000,100,10100000,100000,10000100,100100,10100000,100000,100000,100000,10100100,100000,100100,10100100,Apple Music		KKBOX		Mixer Box		QQ音樂My Music		Spotify		Street Voice 街聲		,110010000100,1010011,10010,100000000101,10011,10000,全職員工 (每週工作時數為30小時或以上),"$40,001-$50,000",無付費,Mixer Box
男,iPhone,Spotify,KKBOX,Mixer Box,1100010,11100000,11000000,11001000,11000000,11000000,1000000,11000000,11000000,11100100,11100000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,Spotify		KKBOX		Apple Music		Street Voice 街聲		Mixer Box		QQ音樂My Music		,111100101111,1100000,1100000,100000101001,1100100100110,10,學生 - 兼職打工/實習,"$20,001-$30,000",家庭方案,Spotify
男,Samsung,Apple,無,無,1000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,100000,10000000,100000,100000,100000,10000000,10000000,10000000,100000,10000000,KKBOX		Apple Music		My Music		Mixer Box		QQ音樂Street Voice 街聲		Spotify		,1101111,1000000,1000000,100000100100,1000110110111,10000,全職員工 (每週工作時數為30小時或以上),"$20,001-$30,000",學生方案,KKBOX
女,iPhone,KKBOX,Apple Music ,Spotify,1111010,11100000,10100000,10100000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10100000,10100000,10100000,10100000,10100000,10000000,KKBOX		Apple Music		Spotify		Mixer Box		My Music		QQ音樂Street Voice 街聲		,110110001111,1111000,1000000,110111011111,1001001,1,全職員工 (每週工作時數為30小時或以上),"$40,001-$50,000",個人方案,KKBOX
女,iPhone,KKBOX,Apple Music,Soundcloud,1110010,11000100,1,11000100,1,1,1,11000100,1000000,1,11000100,100000,11100000,1000,1000,11100000,11100000,11101000,11100000,11101000,Spotify		KKBOX		Apple Music		Mixer Box		My Music		Street Voice 街聲		QQ音樂,111111100011,1100010,10,10000000000,10010,10,學生 - 未兼職,"$5,001-$10,000",無付費,Mixer Box
女,iPhone,Spotify,無,無,1100010,1,1000000,1000000,1000000,11000000,1,1000000,1,1,1,1,11100000,1,100000,1,1,1,1,1,Spotify		Apple Music		KKBOX		My Music		Street Voice 街聲		Mixer Box		QQ音樂,100000100000,100000,100000,100000,10000,10000,全職員工 (每週工作時數為30小時或以上),"$120,001-$130,000",家庭方案,Spotify
男,iPhone,KKBOX,Spotify,無,1110000,11000000,10000000,11000000,11000000,10000000,11000000,11000000,10000000,1000000,1000000,1000000,11000000,11000000,11000000,10000000,10000000,1000000,1000000,1000000,KKBOX		Spotify		Apple Music		My Music		Mixer Box		QQ音樂Street Voice 街聲		,10000000001,1100000,1100000,10000000001,10,10,全職員工 (每週工作時數為30小時或以上),"$40,001-$50,000",無付費,KKBOX
女,iPhone,Youtube ,無,無,1100010,11100000,1000000,10000000,11000000,1000,10000000,10000000,10000000,11000000,11001100,1000,10001000,1,1000,10000000,11000000,1,1000000,100000,Street Voice 街聲		Mixer Box		My Music		KKBOX		Spotify		Apple Music		QQ音樂,10100010000,100,100,100,1100000000010,1000000000000,學生 - 未兼職,"$5,001-$10,000",無付費,Spotify
男,iPhone,KKBOX,Spotify,無,1111001,11000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,11000000,11100000,1000000,10000000,1000000,1000000,1,1,10100000,1100000,1000000,KKBOX		Spotify		Apple Music		Mixer Box		My Music		QQ音樂Street Voice 街聲		,100000100100,1100000,1100000,1000,1000000000010,10,學生 - 未兼職,"$5,000以下",單筆繳費(半年),KKBOX
女,iPhone,Spotify,KKBOX,Apple Music,1110010,11100000,11000000,11000000,11000000,11100100,11000000,11000100,10100100,11000100,10100100,1000000,1000000,1000000,1000000,11000000,1000000,1000000,1100000,1000000,Spotify		KKBOX		Apple Music		Mixer Box		Street Voice 街聲		My Music		QQ音樂,110100101101,1100010,1100010,110110101100,11,10,學生 - 兼職打工/實習,"$30,001-$40,000",家庭方案,Spotify
女,Asus,Spotify,Soundcloud,Melon,1110001,11000000,1000000,1,11100000,11100000,11000000,1000000,11100000,1000000,11100000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1100000,1000000,Spotify		Apple Music		KKBOX		QQ音樂My Music		Mixer Box		Street Voice 街聲		,110110000000,1100000,100000,110110000001,1000000000001,1,學生 - 未兼職,"$5,000以下",無付費,Spotify
男,iPhone,Apple Music,Spotify,KKBOX,1110000,11100000,1100000,100000,100000,1100000,100000,100000,100000,100000,100000,1100000,1100000,1100000,1100000,100000,100000,1100000,1100000,11100000,Apple Music		Spotify		KKBOX		My Music		Mixer Box		QQ音樂Street Voice 街聲		,100010110001,1110000,10000,110010000100,110010100,10000,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",個人方案,Apple Music
男,OPPO,Spotify ,KKBOX,無,1100000,11100000,11000000,1000000,1000000,11000000,10000000,1000000,11000000,11100000,1100000,1000000,10000000,1000000,1000000,11010000,11000000,1100000,1100000,1100000,Spotify		KKBOX		Street Voice 街聲		Apple Music		Mixer Box		My Music		QQ音樂,111100000000,100000,100000,10000000,100000101,1,學生 - 未兼職,"$5,001-$10,000",無付費,Spotify
女,iPhone,Spotify,Apple Music,melon,1110101,1000000,100000,1,1100000,1100000,1100000,1100000,1100000,1,1100000,1000,1100000,1000,1100000,1100000,1100000,1100000,1100000,1100000,Spotify		Apple Music		KKBOX		QQ音樂Street Voice 街聲		My Music		Mixer Box		,110000100010,1110101,110000,100000100000,100000000,100000000,全職員工 (每週工作時數為30小時或以上),"$40,001-$50,000",個人方案,Spotify
女,HTC,Spotify,KKBOX,Apple Music,1111110,11001000,11100000,1101000,1000,1101000,11100000,11000000,11101000,11000000,1101000,1001000,11000000,1100000,1101000,11000000,10001000,1101000,1100000,100000,Spotify		Street Voice 街聲		Apple Music		KKBOX		My Music		Mixer Box		QQ音樂,10110110101,1100100,1100100,100110110001,10010110101,100,學生 - 未兼職,"$5,000以下",個人方案,Spotify
女,HTC,Spotify,KKBOX,Apple Music,1100001,100,1000000,1,1000000,1000000,11000000,11000000,11000000,1,1000000,1000000,1000000,1000000,1000000,1,1000000,1000000,1000000,1100000,Spotify		KKBOX		Apple Music		QQ音樂My Music		Street Voice 街聲		Mixer Box		,110110100101,1100001,100000,100110000001,1,1,學生 - 未兼職,"$5,000以下",個人方案,Spotify
男,Samsung,Spotify,Apple Music,KKBOX,1100000,1100000,1,1000000,1001000,100000,1000000,1000000,1000000,1000000,100000,1000000,1000000,100000,100000,1000000,1000000,1000000,100000,100000,Spotify		Apple Music		KKBOX		My Music		Street Voice 街聲		Mixer Box		QQ音樂,1100110101,100000,100000,100,10000000010,10,全職員工 (每週工作時數為30小時或以上),"$40,001-$50,000",無付費,Spotify
女,iPhone,Spotify,KKBOX,Apple Music,1111111,11111110,11111110,11100000,11111110,11100000,11100000,11111110,11100000,11111110,11111110,11111110,11111110,11111110,11111110,11100000,11111110,11111110,11111110,11111110,Spotify		KKBOX		Apple Music		My Music		Street Voice 街聲		Mixer Box		QQ音樂,111110101111,1111111,1111111,111110101111,1111111111111,10000,全職員工 (每週工作時數為30小時或以上),"$60,001-$70,000",家庭方案,Spotify
女,Samsung,Spotify,KKBOX,Apple Music,1110010,11000000,10000000,1100000,10000000,1000000,10000000,1000000,1000000,100000,1100000,1000000,1000000,10000000,1000000,10000000,10000000,1000000,10100000,1000000,Apple Music		Spotify		KKBOX		My Music		Street Voice 街聲		Mixer Box		QQ音樂,100010010100,1000000,1000000,10010000001,1011000,1000000,學生 - 兼職打工/實習,"$20,001-$30,000",個人方案,KKBOX
男,iPhone,Youtube,KKBOX,Spotify,1110000,11100000,11100000,11100000,10000000,10000000,10000000,11000000,11000000,11000000,11100000,10000000,11000000,10000000,11100000,10000000,10000000,10000000,10000000,10000000,KKBOX		Spotify		Apple Music		My Music		Mixer Box		Street Voice 街聲		QQ音樂,10000100,1000000,1000000,101000,10,10,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",單筆繳費(一年),KKBOX
女,iPhone,KKBOX,Spotify,無,1110011,11000000,11000000,11000010,11000000,11000010,10,11000010,10,11000010,10000010,11000010,11000010,11000010,10,10000000,10000010,11000000,1000000,11000000,KKBOX		QQ音樂Spotify		Apple Music		Mixer Box		My Music		Street Voice 街聲		,110010100001,1100001,1000000,0,10,10,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",個人方案,KKBOX
女,iPhone,KKBOX,Spotify ,Youtube,1110110,11100000,11000000,11000000,11000000,11000000,11000000,10000000,1000000,11000000,11100000,1,11000000,11000000,1,10000000,11000000,11000000,1000000,11000000,KKBOX		Spotify		Mixer Box		Apple Music		My Music		Street Voice 街聲		QQ音樂,111110110001,1110010,1100000,110010100001,11010011,10000000,學生 - 兼職打工/實習,"$10,001-$20,000",學生方案,KKBOX
